# M/Ms Teff L/Ls g R/Rs Li/Li0 F33 F33B F41 F45B F47 F51 FHa F57 F63B F67 F75 F78 F82 F82B F89 G_RSV G G_BP G_RP Age Z
0.01 2387.0 -2.47 3.38 0.339 1.0 18.562 18.562 18.033 17.47 17.525 16.761 15.253 16.897 15.54 14.715 12.506 12.611 11.505 11.744 10.7 11.657 13.412 16.986 11.823 5.698970004336019 0.0152
0.015 2514.0 -2.21 3.38 0.413 1.0 17.078 17.078 16.437 16.059 16.145 15.458 14.14 15.636 14.409 13.614 11.399 11.548 10.563 10.784 9.851 10.635 12.473 15.708 10.921 5.698970004336019 0.0152
0.02 2594.0 -2.05 3.4 0.466 1.0 16.282 16.282 15.58 15.254 15.343 14.693 13.446 14.856 13.715 12.945 10.766 10.923 10.01 10.22 9.353 10.039 11.915 14.933 10.387 5.698970004336019 0.0152
0.03 2668.0 -1.79 3.36 0.599 1.0 15.286 15.286 14.537 14.263 14.363 13.743 12.524 13.87 12.8 12.056 9.931 10.088 9.233 9.434 8.618 9.236 11.127 13.954 9.622 5.698970004336019 0.0152
0.04 2733.0 -1.66 3.4 0.661 1.0 14.749 14.749 13.969 13.689 13.774 13.174 11.956 13.245 12.243 11.525 9.467 9.618 8.817 9.009 8.242 8.793 10.698 13.358 9.214 5.698970004336019 0.0152
0.05 2762.0 -1.48 3.34 0.791 1.0 14.195 14.195 13.398 13.152 13.251 12.663 11.463 12.736 11.751 11.039 8.993 9.146 8.357 8.547 7.792 8.332 10.234 12.839 8.757 5.698970004336019 0.0152
0.06 2808.0 -1.4 3.37 0.841 1.0 13.863 13.863 13.05 12.798 12.885 12.311 11.113 12.354 11.408 10.712 8.709 8.857 8.099 8.285 7.559 8.061 9.967 12.473 8.504 5.698970004336019 0.0152
0.07 2835.0 -1.33 3.37 0.9 1.0 13.624 13.624 12.805 12.554 12.637 12.073 10.887 12.115 11.182 10.491 8.497 8.647 7.897 8.082 7.365 7.858 9.762 12.233 8.304 5.698970004336019 0.0152
0.072 2832.0 -1.29 3.35 0.937 1.0 13.543 13.543 12.724 12.482 12.572 12.007 10.824 12.056 11.118 10.425 8.424 8.576 7.821 8.007 7.286 7.785 9.687 12.168 8.228 5.698970004336019 0.0152
0.075 2836.0 -1.27 3.34 0.966 1.0 13.46 13.46 12.64 12.403 12.495 11.932 10.752 11.984 11.046 10.353 8.351 8.504 7.749 7.934 7.214 7.714 9.614 12.093 8.155 5.698970004336019 0.0152
0.08 2837.0 -1.2 3.31 1.04 1.0 13.29 13.29 12.467 12.246 12.347 11.786 10.613 11.849 10.906 10.21 8.199 8.355 7.596 7.782 7.058 7.565 9.463 11.948 8.002 5.698970004336019 0.0152
0.09 2864.0 -1.13 3.31 1.101 1.0 13.077 13.077 12.248 12.03 12.128 11.577 10.417 11.641 10.71 10.018 8.015 8.173 7.42 7.605 6.889 7.388 9.284 11.738 7.827 5.698970004336019 0.0152
0.1 2925.0 -1.15 3.41 1.033 1.0 13.009 13.009 12.168 11.909 11.972 11.44 10.289 11.469 10.587 9.916 7.969 8.117 7.402 7.582 6.902 7.354 9.252 11.593 7.815 5.698970004336019 0.0152
0.11 2945.0 -1.07 3.38 1.115 1.0 12.767 12.767 11.915 11.662 11.726 11.2 10.06 11.23 10.357 9.691 7.754 7.902 7.194 7.373 6.701 7.146 9.041 11.351 7.608 5.698970004336019 0.0152
0.13 3006.0 -0.93 3.34 1.27 1.0 12.277 12.277 11.384 11.133 11.188 10.68 9.561 10.694 9.859 9.208 7.318 7.46 6.781 6.955 6.311 6.724 8.614 10.821 7.197 5.698970004336019 0.0152
0.15 3076.0 -0.79 3.31 1.412 1.0 11.861 11.861 10.858 10.595 10.631 10.145 9.029 10.095 9.324 8.703 6.91 7.025 6.397 6.564 5.963 6.32 8.202 10.257 6.815 5.698970004336019 0.0152
0.17 3139.0 -0.67 3.28 1.565 1.0 11.49 11.49 10.439 10.148 10.163 9.69 8.579 9.6 8.87 8.27 6.55 6.648 6.056 6.217 5.647 5.967 7.838 9.787 6.473 5.698970004336019 0.0152
0.2 3220.0 -0.54 3.26 1.728 1.0 11.092 11.092 10.023 9.679 9.658 9.201 8.097 9.07 8.385 7.808 6.172 6.252 5.701 5.855 5.319 5.601 7.453 9.286 6.115 5.698970004336019 0.0152
0.3 3460.0 -0.2 3.23 2.203 1.0 10.061 10.061 8.929 8.37 8.231 7.828 6.734 7.525 6.99 6.498 5.182 5.182 4.771 4.9 4.473 4.642 6.388 7.856 5.158 5.698970004336019 0.0152
0.4 3670.0 -0.05 3.3 2.338 1.0 9.452 9.452 8.306 7.551 7.32 6.968 5.857 6.482 6.079 5.67 4.682 4.604 4.326 4.427 4.089 4.18 5.763 6.92 4.66 5.698970004336019 0.0152
0.5 3848.0 0.07 3.36 2.444 1.0 8.788 8.788 7.687 6.835 6.56 6.241 5.114 5.639 5.318 4.972 4.255 4.141 3.951 4.028 3.753 3.81 5.202 6.132 4.223 5.698970004336019 0.0152
0.6 3987.0 0.16 3.41 2.524 1.0 8.286 8.286 7.248 6.384 6.1 5.79 4.639 5.149 4.852 4.528 3.975 3.854 3.703 3.768 3.524 3.568 4.835 5.65 3.931 5.698970004336019 0.0152
0.7 4110.0 0.26 3.43 2.657 1.0 7.752 7.752 6.818 6.038 5.743 5.518 4.188 4.755 4.439 4.107 3.686 3.56 3.432 3.492 3.266 3.301 4.49 5.254 3.625 5.698970004336019 0.0152
0.8 4221.0 0.35 3.44 2.805 1.0 7.233 7.233 6.39 5.644 5.361 5.131 3.822 4.393 4.086 3.765 3.418 3.298 3.183 3.237 3.027 3.058 4.173 4.876 3.351 5.698970004336019 0.0152
0.9 4315.0 0.43 3.45 2.944 1.0 6.791 6.791 6.027 5.316 5.043 4.812 3.544 4.105 3.81 3.499 3.19 3.075 2.97 3.02 2.821 2.849 3.914 4.574 3.124 5.698970004336019 0.0152
1.0 4397.0 0.5 3.46 3.079 1.0 6.433 6.433 5.722 5.039 4.773 4.544 3.322 3.866 3.583 3.282 2.992 2.881 2.782 2.829 2.64 2.664 3.695 4.324 2.929 5.698970004336019 0.0152
1.1 4471.0 0.57 3.47 3.209 1.0 6.1 6.1 5.449 4.794 4.54 4.304 3.128 3.657 3.384 3.092 2.817 2.709 2.615 2.659 2.478 2.5 3.501 4.105 2.756 5.698970004336019 0.0152
1.2 4537.0 0.63 3.47 3.344 1.0 5.8 5.8 5.2 4.57 4.327 4.083 2.95 3.466 3.202 2.918 2.652 2.548 2.457 2.501 2.326 2.346 3.323 3.905 2.594 5.698970004336019 0.0152
1.3 4596.0 0.68 3.47 3.469 1.0 5.538 5.538 4.983 4.373 4.14 3.89 2.795 3.297 3.042 2.765 2.507 2.406 2.318 2.36 2.19 2.208 3.165 3.729 2.451 5.698970004336019 0.0152
1.4 4647.0 0.74 3.47 3.601 1.0 5.305 5.305 4.786 4.194 3.969 3.713 2.65 3.142 2.893 2.621 2.371 2.271 2.186 2.226 2.061 2.078 3.018 3.567 2.316 5.698970004336019 0.0152
0.01 2345.0 -2.7 3.57 0.271 1.0 19.861 19.861 19.392 18.467 18.442 17.621 15.901 17.598 16.216 15.391 13.257 13.328 12.183 12.427 11.349 12.342 14.083 17.766 12.483 6.0 0.0152
0.015 2504.0 -2.42 3.59 0.326 1.0 17.882 17.882 17.277 16.717 16.733 16.034 14.678 16.185 14.952 14.156 11.946 12.094 11.097 11.321 10.384 11.163 13.011 16.295 11.456 6.0 0.0152
0.02 2598.0 -2.25 3.6 0.372 1.0 16.922 16.922 16.237 15.774 15.806 15.15 13.87 15.271 14.145 13.381 11.22 11.375 10.471 10.68 9.824 10.484 12.376 15.392 10.851 6.0 0.0152
0.03 2710.0 -1.98 3.58 0.467 1.0 15.731 15.731 14.977 14.593 14.632 14.019 12.76 14.057 13.051 12.331 10.278 10.423 9.617 9.812 9.041 9.587 11.502 14.207 10.015 6.0 0.0152
0.04 2779.0 -1.81 3.58 0.536 1.0 15.064 15.064 14.277 13.911 13.945 13.356 12.114 13.356 12.414 11.719 9.734 9.87 9.115 9.302 8.578 9.064 10.985 13.52 9.521 6.0 0.0152
0.05 2824.0 -1.65 3.54 0.628 1.0 14.495 14.495 13.691 13.357 13.399 12.827 11.605 12.821 11.907 11.223 9.264 9.4 8.666 8.849 8.146 8.611 10.528 12.981 9.075 6.0 0.0152
0.06 2864.0 -1.53 3.52 0.702 1.0 14.089 14.089 13.276 12.962 13.005 12.449 11.251 12.45 11.552 10.875 8.927 9.066 8.343 8.524 7.833 8.287 10.199 12.602 8.754 6.0 0.0152
0.07 2897.0 -1.41 3.5 0.781 1.0 13.724 13.724 12.904 12.61 12.658 12.115 10.938 12.125 11.238 10.565 8.622 8.765 8.048 8.228 7.546 7.995 9.902 12.267 8.461 6.0 0.0152
0.072 2896.0 -1.39 3.49 0.803 1.0 13.67 13.67 12.849 12.56 12.61 12.067 10.891 12.08 11.191 10.517 8.571 8.714 7.996 8.176 7.492 7.943 9.85 12.22 8.408 6.0 0.0152
0.075 2897.0 -1.36 3.48 0.829 1.0 13.591 13.591 12.769 12.485 12.538 11.996 10.823 12.012 11.122 10.448 8.499 8.643 7.924 8.104 7.42 7.873 9.778 12.149 8.336 6.0 0.0152
0.08 2898.0 -1.31 3.45 0.877 1.0 13.466 13.466 12.641 12.366 12.425 11.883 10.714 11.906 11.012 10.337 8.383 8.529 7.807 7.988 7.301 7.758 9.662 12.037 8.219 6.0 0.0152
0.09 2908.0 -1.23 3.43 0.959 1.0 13.233 13.233 12.403 12.138 12.201 11.663 10.503 11.692 10.801 10.126 8.171 8.319 7.598 7.779 7.093 7.551 9.452 11.817 8.01 6.0 0.0152
0.1 2936.0 -1.17 3.44 1.002 1.0 13.034 13.034 12.191 11.92 11.975 11.446 10.296 11.466 10.594 9.928 7.997 8.141 7.434 7.613 6.942 7.382 9.282 11.596 7.849 6.0 0.0152
0.11 2955.0 -1.1 3.41 1.079 1.0 12.805 12.805 11.951 11.686 11.741 11.218 10.078 11.238 10.376 9.714 7.792 7.936 7.236 7.414 6.75 7.183 9.08 11.367 7.651 6.0 0.0152
0.13 3012.0 -0.96 3.38 1.214 1.0 12.351 12.351 11.453 11.188 11.234 10.729 9.609 10.731 9.907 9.262 7.387 7.524 6.853 7.027 6.391 6.792 8.683 10.868 7.271 6.0 0.0152
0.15 3078.0 -0.85 3.37 1.327 1.0 11.973 11.973 10.974 10.697 10.725 10.242 9.129 10.186 9.423 8.806 7.023 7.133 6.512 6.678 6.083 6.431 8.314 10.354 6.931 6.0 0.0152
0.17 3142.0 -0.73 3.34 1.465 1.0 11.601 11.601 10.558 10.255 10.261 9.792 8.685 9.697 8.976 8.379 6.669 6.762 6.177 6.337 5.773 6.085 7.956 9.889 6.595 6.0 0.0152
0.2 3226.0 -0.66 3.38 1.503 1.0 11.321 11.321 10.272 9.906 9.871 9.421 8.324 9.28 8.612 8.043 6.427 6.498 5.959 6.112 5.587 5.854 7.704 9.505 6.374 6.0 0.0152
0.3 3428.0 -0.48 3.49 1.636 1.0 10.635 10.635 9.569 9.042 8.915 8.515 7.428 8.24 7.696 7.197 5.837 5.848 5.419 5.553 5.117 5.294 7.055 8.552 5.814 6.0 0.0152
0.4 3634.0 -0.32 3.55 1.753 1.0 10.031 10.031 8.937 8.195 7.97 7.614 6.462 7.118 6.705 6.292 5.307 5.232 4.948 5.051 4.711 4.804 6.39 7.552 5.284 6.0 0.0152
0.5 3802.0 -0.18 3.59 1.87 1.0 9.443 9.443 8.369 7.541 7.273 6.955 5.814 6.372 6.034 5.675 4.895 4.788 4.577 4.661 4.373 4.436 5.876 6.852 4.867 6.0 0.0152
0.6 3955.0 -0.07 3.63 1.971 1.0 8.882 8.882 7.86 7.001 6.717 6.414 5.259 5.781 5.477 5.148 4.549 4.431 4.268 4.338 4.086 4.134 5.434 6.277 4.51 6.0 0.0152
0.7 4078.0 0.04 3.64 2.096 1.0 8.356 8.356 7.417 6.618 6.322 6.089 4.79 5.349 5.036 4.704 4.24 4.116 3.979 4.042 3.811 3.85 5.065 5.847 4.185 6.0 0.0152
0.8 4192.0 0.13 3.66 2.2 1.0 7.857 7.857 7.006 6.248 5.956 5.74 4.415 4.988 4.678 4.353 3.98 3.858 3.738 3.795 3.582 3.615 4.752 5.475 3.916 6.0 0.0152
0.9 4290.0 0.21 3.66 2.31 1.0 7.402 7.402 6.632 5.908 5.626 5.408 4.119 4.685 4.385 4.071 3.747 3.63 3.52 3.573 3.372 3.401 4.482 5.158 3.681 6.0 0.0152
1.0 4377.0 0.28 3.67 2.416 1.0 7.017 7.017 6.309 5.614 5.341 5.123 3.88 4.43 4.143 3.838 3.54 3.428 3.325 3.375 3.184 3.21 4.251 4.891 3.477 6.0 0.0152
1.1 4456.0 0.35 3.68 2.52 1.0 6.665 6.665 6.018 5.352 5.09 4.868 3.672 4.207 3.93 3.635 3.355 3.247 3.15 3.196 3.015 3.037 4.046 4.657 3.294 6.0 0.0152
1.2 4529.0 0.41 3.68 2.612 0.999 6.353 6.353 5.762 5.124 4.873 4.645 3.494 4.014 3.747 3.461 3.194 3.09 2.996 3.041 2.867 2.887 3.867 4.454 3.135 6.0 0.0152
1.3 4596.0 0.47 3.69 2.71 0.998 6.064 6.064 5.523 4.91 4.669 4.434 3.327 3.832 3.575 3.296 3.039 2.938 2.848 2.891 2.723 2.741 3.698 4.263 2.982 6.0 0.0152
1.4 4658.0 0.52 3.69 2.797 0.998 5.814 5.814 5.316 4.723 4.492 4.251 3.182 3.674 3.425 3.153 2.903 2.805 2.718 2.76 2.598 2.614 3.55 4.097 2.849 6.0 0.0152
0.01 2236.0 -2.96 3.75 0.22 1.0 22.083 22.083 21.621 20.041 19.955 19.024 16.822 18.663 17.194 16.363 14.433 14.398 13.151 13.403 12.228 13.334 15.02 18.899 13.395 6.301029995663981 0.0152
0.015 2452.0 -2.65 3.78 0.262 1.0 19.1 19.1 18.578 17.698 17.649 16.906 15.426 17.009 15.716 14.906 12.71 12.844 11.777 12.012 11.025 11.871 13.693 17.152 12.121 6.301029995663981 0.0152
0.02 2571.0 -2.46 3.79 0.298 1.0 17.819 17.819 17.188 16.528 16.501 15.827 14.499 15.938 14.778 14.004 11.832 11.987 11.045 11.261 10.381 11.068 12.957 16.082 11.421 6.301029995663981 0.0152
0.03 2707.0 -2.14 3.74 0.387 1.0 16.291 16.291 15.559 15.067 15.066 14.45 13.173 14.472 13.467 12.746 10.695 10.839 10.03 10.225 9.456 9.994 11.918 14.643 10.43 6.301029995663981 0.0152
0.04 2784.0 -1.9 3.68 0.481 1.0 15.335 15.335 14.556 14.138 14.15 13.562 12.31 13.546 12.613 11.922 9.948 10.081 9.332 9.518 8.8 9.275 11.201 13.725 9.739 6.301029995663981 0.0152
0.05 2829.0 -1.72 3.62 0.574 1.0 14.709 14.709 13.911 13.538 13.562 12.991 11.762 12.972 12.066 11.385 9.437 9.57 8.841 9.024 8.326 8.781 10.702 13.144 9.251 6.301029995663981 0.0152
0.06 2867.0 -1.58 3.57 0.661 1.0 14.229 14.229 13.42 13.08 13.111 12.556 11.351 12.545 11.654 10.98 9.042 9.177 8.458 8.639 7.953 8.4 10.314 12.706 8.87 6.301029995663981 0.0152
0.07 2902.0 -1.45 3.54 0.743 1.0 13.829 13.829 13.01 12.695 12.733 12.191 11.009 12.189 11.311 10.641 8.71 8.849 8.139 8.318 7.642 8.081 9.99 12.341 8.552 6.301029995663981 0.0152
0.072 2907.0 -1.43 3.53 0.761 1.0 13.757 13.757 12.935 12.624 12.663 12.123 10.944 12.122 11.246 10.577 8.648 8.787 8.078 8.257 7.582 8.021 9.929 12.272 8.492 6.301029995663981 0.0152
0.075 2914.0 -1.4 3.52 0.785 1.0 13.657 13.657 12.832 12.526 12.565 12.028 10.855 12.029 11.156 10.489 8.562 8.701 7.994 8.173 7.501 7.937 9.844 12.177 8.408 6.301029995663981 0.0152
0.08 2924.0 -1.35 3.51 0.827 1.0 13.498 13.498 12.667 12.369 12.41 11.876 10.712 11.881 11.012 10.347 8.424 8.563 7.86 8.038 7.369 7.802 9.707 12.026 8.274 6.301029995663981 0.0152
0.09 2934.0 -1.26 3.48 0.904 1.0 13.265 13.265 12.428 12.14 12.185 11.655 10.499 11.664 10.798 10.134 8.212 8.352 7.651 7.829 7.162 7.594 9.497 11.804 8.066 6.301029995663981 0.0152
0.1 2972.0 -1.26 3.54 0.89 1.0 13.161 13.161 12.312 11.996 12.021 11.504 10.359 11.493 10.66 10.01 8.128 8.26 7.583 7.758 7.115 7.517 9.419 11.648 8.001 6.301029995663981 0.0152
0.11 2996.0 -1.21 3.55 0.922 1.0 12.989 12.989 12.131 11.81 11.828 11.319 10.185 11.303 10.487 9.845 7.981 8.11 7.445 7.619 6.989 7.375 9.275 11.461 7.865 6.301029995663981 0.0152
0.13 3034.0 -1.15 3.59 0.959 1.0 12.782 12.782 11.874 11.537 11.541 11.046 9.914 10.992 10.215 9.591 7.787 7.898 7.265 7.434 6.83 7.183 9.078 11.171 7.686 6.301029995663981 0.0152
0.15 3076.0 -1.1 3.62 0.99 1.0 12.578 12.578 11.607 11.26 11.25 10.771 9.639 10.672 9.938 9.335 7.601 7.691 7.093 7.257 6.682 6.997 8.885 10.874 7.514 6.301029995663981 0.0152
0.17 3126.0 -1.02 3.62 1.06 1.0 12.277 12.277 11.268 10.911 10.889 10.424 9.3 10.294 9.596 9.011 7.336 7.412 6.844 7.003 6.453 6.739 8.615 10.512 7.263 6.301029995663981 0.0152
0.2 3202.0 -0.96 3.67 1.077 1.0 12.021 12.021 11.012 10.601 10.545 10.097 8.97 9.916 9.267 8.708 7.129 7.182 6.659 6.81 6.297 6.543 8.395 10.166 7.073 6.301029995663981 0.0152
0.3 3428.0 -0.72 3.73 1.238 1.0 11.161 11.161 10.135 9.57 9.427 9.026 7.888 8.694 8.17 7.685 6.394 6.385 5.981 6.11 5.689 5.847 7.59 9.034 6.367 6.301029995663981 0.0152
0.4 3606.0 -0.55 3.77 1.363 1.0 10.555 10.555 9.508 8.789 8.573 8.211 7.037 7.723 7.299 6.88 5.869 5.799 5.503 5.609 5.262 5.359 6.964 8.148 5.845 6.301029995663981 0.0152
0.5 3763.0 -0.41 3.8 1.476 1.0 9.988 9.988 8.953 8.153 7.896 7.571 6.407 7.004 6.648 6.276 5.448 5.35 5.12 5.209 4.91 4.979 6.455 7.47 5.422 6.301029995663981 0.0152
0.6 3906.0 -0.29 3.83 1.562 1.0 9.492 9.492 8.483 7.632 7.351 7.048 5.877 6.421 6.106 5.767 5.112 4.998 4.82 4.894 4.632 4.684 6.03 6.912 5.078 6.301029995663981 0.0152
0.7 4033.0 -0.18 3.84 1.659 0.999 8.989 8.989 8.037 7.204 6.911 6.647 5.419 5.962 5.656 5.329 4.804 4.684 4.535 4.601 4.364 4.406 5.654 6.457 4.758 6.301029995663981 0.0152
0.8 4153.0 -0.09 3.86 1.748 0.996 8.481 8.481 7.618 6.848 6.549 6.345 5.01 5.582 5.269 4.94 4.526 4.403 4.275 4.335 4.116 4.152 5.323 6.074 4.467 6.301029995663981 0.0152
0.9 4259.0 -0.0 3.87 1.833 0.986 8.019 8.019 7.232 6.491 6.2 5.996 4.689 5.256 4.953 4.635 4.285 4.167 4.052 4.107 3.903 3.934 5.039 5.734 4.222 6.301029995663981 0.0152
1.0 4350.0 0.07 3.87 1.917 0.973 7.612 7.612 6.895 6.184 5.902 5.697 4.429 4.986 4.694 4.385 4.074 3.96 3.853 3.905 3.712 3.739 4.796 5.452 4.011 6.301029995663981 0.0152
1.1 4432.0 0.14 3.88 1.995 0.969 7.251 7.251 6.598 5.917 5.646 5.438 4.215 4.757 4.475 4.176 3.889 3.779 3.679 3.728 3.544 3.568 4.588 5.211 3.827 6.301029995663981 0.0152
1.2 4508.0 0.2 3.88 2.072 0.972 6.915 6.915 6.322 5.671 5.411 5.197 4.021 4.548 4.277 3.987 3.716 3.611 3.515 3.561 3.386 3.407 4.396 4.992 3.657 6.301029995663981 0.0152
1.3 4581.0 0.26 3.89 2.148 0.977 6.608 6.608 6.069 5.444 5.195 4.975 3.846 4.357 4.096 3.815 3.555 3.454 3.361 3.406 3.238 3.256 4.218 4.79 3.498 6.301029995663981 0.0152
1.4 4653.0 0.32 3.89 2.22 0.983 6.324 6.324 5.834 5.235 4.996 4.77 3.686 4.181 3.93 3.657 3.406 3.308 3.219 3.263 3.101 3.117 4.054 4.605 3.352 6.301029995663981 0.0152
0.01 2142.0 -3.13 3.85 0.198 1.0 23.757 23.757 23.077 21.065 20.963 19.956 17.32 19.273 17.743 16.917 15.252 15.091 13.811 14.057 12.825 13.961 15.639 19.524 14.002 6.477121254719663 0.0152
0.015 2406.0 -2.79 3.88 0.232 1.0 20.008 20.008 19.548 18.409 18.319 17.535 15.919 17.568 16.226 15.407 13.238 13.355 12.229 12.474 11.442 12.349 14.145 17.743 12.558 6.477121254719663 0.0152
0.02 2545.0 -2.57 3.89 0.267 1.0 18.368 18.368 17.779 16.992 16.932 16.243 14.888 16.362 15.169 14.385 12.198 12.353 11.376 11.598 10.694 11.413 13.293 16.512 11.748 6.477121254719663 0.0152
0.03 2706.0 -2.17 3.77 0.373 1.0 16.399 16.399 15.671 15.159 15.149 14.533 13.252 14.552 13.547 12.826 10.774 10.918 10.108 10.304 9.535 10.071 11.997 14.728 10.509 6.477121254719663 0.0152
0.04 2784.0 -1.92 3.69 0.47 1.0 15.391 15.391 14.614 14.185 14.193 13.605 12.352 13.586 12.655 11.964 9.993 10.124 9.376 9.562 8.846 9.318 11.245 13.768 9.784 6.477121254719663 0.0152
0.05 2831.0 -1.74 3.64 0.559 1.0 14.774 14.774 13.977 13.592 13.61 13.04 11.809 13.017 12.113 11.434 9.49 9.621 8.894 9.077 8.381 8.833 10.754 13.192 9.305 6.477121254719663 0.0152
0.06 2870.0 -1.61 3.61 0.634 1.0 14.329 14.329 13.523 13.163 13.187 12.632 11.422 12.613 11.726 11.054 9.123 9.256 8.541 8.722 8.039 8.48 10.396 12.781 8.954 6.477121254719663 0.0152
0.07 2906.0 -1.51 3.6 0.695 1.0 13.98 13.98 13.164 12.819 12.843 12.302 11.112 12.285 11.415 10.75 8.834 8.968 8.265 8.444 7.773 8.203 10.114 12.448 8.679 6.477121254719663 0.0152
0.072 2911.0 -1.49 3.59 0.71 1.0 13.912 13.912 13.093 12.752 12.776 12.237 11.05 12.221 11.354 10.69 8.776 8.91 8.209 8.387 7.719 8.146 10.057 12.383 8.623 6.477121254719663 0.0152
0.075 2919.0 -1.46 3.59 0.727 1.0 13.827 13.827 13.005 12.665 12.689 12.153 10.971 12.136 11.274 10.612 8.704 8.837 8.139 8.317 7.652 8.076 9.985 12.298 8.554 6.477121254719663 0.0152
0.08 2931.0 -1.42 3.58 0.758 1.0 13.684 13.684 12.856 12.52 12.544 12.012 10.838 11.996 11.141 10.482 8.58 8.713 8.02 8.197 7.538 7.956 9.864 12.157 8.436 6.477121254719663 0.0152
0.09 2956.0 -1.36 3.59 0.794 1.0 13.487 13.487 12.649 12.309 12.326 11.802 10.64 11.78 10.943 10.292 8.41 8.539 7.86 8.035 7.389 7.792 9.697 11.944 8.277 6.477121254719663 0.0152
0.1 2998.0 -1.44 3.74 0.71 1.0 13.583 13.583 12.742 12.342 12.324 11.815 10.651 11.752 10.96 10.329 8.51 8.621 7.977 8.148 7.533 7.893 9.799 11.945 8.397 6.477121254719663 0.0152
0.11 3016.0 -1.39 3.75 0.736 1.0 13.44 13.44 12.573 12.172 12.15 11.648 10.485 11.568 10.794 10.171 8.381 8.484 7.854 8.023 7.421 7.766 9.668 11.769 8.275 6.477121254719663 0.0152
0.13 3052.0 -1.32 3.76 0.783 1.0 13.181 13.181 12.26 11.86 11.831 11.342 10.18 11.226 10.487 9.882 8.149 8.236 7.635 7.799 7.22 7.536 9.43 11.444 8.055 6.477121254719663 0.0152
0.15 3088.0 -1.25 3.78 0.827 1.0 12.934 12.934 11.955 11.56 11.525 11.049 9.887 10.896 10.193 9.605 7.933 8.003 7.431 7.591 7.036 7.322 9.207 11.131 7.85 6.477121254719663 0.0152
0.17 3127.0 -1.18 3.78 0.882 1.0 12.672 12.672 11.674 11.27 11.226 10.761 9.603 10.585 9.907 9.333 7.706 7.765 7.216 7.372 6.835 7.101 8.975 10.832 7.633 6.477121254719663 0.0152
0.2 3196.0 -1.1 3.81 0.917 1.0 12.374 12.374 11.379 10.934 10.864 10.415 9.259 10.199 9.562 9.011 7.466 7.508 6.996 7.146 6.64 6.874 8.723 10.47 7.409 6.477121254719663 0.0152
0.3 3404.0 -0.86 3.86 1.067 1.0 11.493 11.493 10.491 9.924 9.783 9.376 8.216 9.034 8.508 8.022 6.733 6.721 6.316 6.446 6.024 6.179 7.929 9.378 6.704 6.477121254719663 0.0152
0.4 3582.0 -0.68 3.89 1.186 1.0 10.859 10.859 9.841 9.138 8.93 8.563 7.377 8.082 7.65 7.225 6.191 6.126 5.82 5.929 5.575 5.677 7.295 8.501 6.167 6.477121254719663 0.0152
0.5 3731.0 -0.54 3.91 1.292 1.0 10.316 10.316 9.303 8.524 8.276 7.944 6.765 7.388 7.019 6.637 5.774 5.681 5.438 5.531 5.222 5.296 6.8 7.846 5.749 6.477121254719663 0.0152
0.6 3868.0 -0.42 3.94 1.374 0.996 9.842 9.842 8.845 8.011 7.735 7.429 6.249 6.815 6.488 6.14 5.437 5.328 5.135 5.214 4.943 4.999 6.381 7.298 5.407 6.477121254719663 0.0152
0.7 3998.0 -0.31 3.96 1.458 0.978 9.363 9.363 8.399 7.542 7.252 6.964 5.787 6.32 6.019 5.694 5.127 5.011 4.853 4.922 4.678 4.723 5.995 6.813 5.088 6.477121254719663 0.0152
0.8 4120.0 -0.21 3.97 1.535 0.918 8.867 8.867 7.992 7.215 6.911 6.713 5.369 5.944 5.627 5.295 4.849 4.725 4.59 4.654 4.43 4.467 5.666 6.439 4.793 6.477121254719663 0.0152
0.9 4232.0 -0.13 3.98 1.604 0.873 8.403 8.403 7.601 6.849 6.551 6.356 5.036 5.605 5.299 4.978 4.608 4.488 4.369 4.426 4.219 4.251 5.375 6.087 4.546 6.477121254719663 0.0152
1.0 4330.0 -0.05 3.99 1.674 0.875 7.978 7.978 7.25 6.529 6.241 6.044 4.76 5.321 5.025 4.714 4.392 4.277 4.168 4.221 4.026 4.054 5.123 5.79 4.329 6.477121254719663 0.0152
1.1 4421.0 0.02 3.99 1.747 0.899 7.574 7.574 6.919 6.232 5.955 5.754 4.518 5.064 4.78 4.479 4.187 4.078 3.975 4.025 3.841 3.866 4.891 5.52 4.126 6.477121254719663 0.0152
1.2 4505.0 0.09 4.0 1.817 0.925 7.208 7.208 6.619 5.964 5.7 5.494 4.31 4.838 4.566 4.275 4.003 3.898 3.8 3.848 3.673 3.694 4.684 5.283 3.944 6.477121254719663 0.0152
1.3 4588.0 0.15 4.0 1.887 0.947 6.867 6.867 6.339 5.714 5.462 5.25 4.118 4.628 4.368 4.086 3.827 3.726 3.634 3.679 3.512 3.53 4.49 5.061 3.771 6.477121254719663 0.0152
1.4 4671.0 0.22 4.0 1.967 0.965 6.531 6.531 6.059 5.464 5.224 5.004 3.925 4.417 4.167 3.896 3.647 3.55 3.462 3.506 3.346 3.362 4.293 4.839 3.594 6.477121254719663 0.0152
0.01 2053.0 -3.27 3.91 0.184 1.0 25.403 25.403 24.346 22.177 22.061 21.024 17.836 19.887 18.274 17.446 16.001 15.732 14.48 14.683 13.393 14.525 16.224 20.143 14.573 6.6020599913279625 0.0152
0.015 2362.0 -2.89 3.95 0.215 1.0 20.861 20.861 20.438 19.042 18.928 18.1 16.298 18.014 16.627 15.802 13.695 13.778 12.603 12.854 11.779 12.738 14.51 18.218 12.911 6.6020599913279625 0.0152
