# M/Ms Teff L/Ls g R/Rs Li/Li0 Mv Mr Mi Mj Mh Mk Ml Mll Mm Age Z
0.07 2948.0 -1.97 4.09 0.396 1.0 13.09 11.53 9.5 7.64 7.14 6.83 6.57 6.36 6.45 6.903089986991944 0.0152
0.072 2956.0 -1.96 4.09 0.401 1.0 13.02 11.47 9.44 7.6 7.09 6.79 6.53 6.33 6.42 6.903089986991944 0.0152
0.075 2968.0 -1.93 4.09 0.411 1.0 12.91 11.38 9.36 7.53 7.03 6.72 6.47 6.27 6.36 6.903089986991944 0.0152
0.08 2986.0 -1.89 4.09 0.424 1.0 12.76 11.25 9.25 7.44 6.93 6.64 6.39 6.19 6.28 6.903089986991944 0.0152
0.09 3017.0 -1.83 4.09 0.445 1.0 12.49 11.03 9.06 7.3 6.78 6.49 6.26 6.06 6.15 6.903089986991944 0.0152
0.1 3045.0 -1.8 4.13 0.453 1.0 12.29 10.88 8.95 7.24 6.72 6.43 6.19 6.0 6.09 6.903089986991944 0.0152
0.11 3069.0 -1.74 4.12 0.477 1.0 12.05 10.68 8.79 7.1 6.58 6.29 6.06 5.87 5.96 6.903089986991944 0.0152
0.13 3115.0 -1.64 4.12 0.517 1.0 11.64 10.34 8.5 6.88 6.34 6.07 5.85 5.66 5.74 6.903089986991944 0.0152
0.15 3155.0 -1.56 4.13 0.554 1.0 11.34 10.07 8.27 6.69 6.14 5.88 5.67 5.49 5.57 6.903089986991944 0.0152
0.17 3192.0 -1.48 4.12 0.593 1.0 11.04 9.81 8.05 6.5 5.94 5.69 5.49 5.31 5.39 6.903089986991944 0.0152
0.2 3234.0 -1.4 4.13 0.637 1.0 10.73 9.54 7.82 6.31 5.74 5.49 5.3 5.13 5.21 6.903089986991944 0.0152
0.3 3364.0 -1.17 4.15 0.765 0.996 9.84 8.76 7.18 5.79 5.19 4.96 4.79 4.64 4.73 6.903089986991944 0.0152
0.4 3518.0 -0.99 4.17 0.864 0.926 9.05 8.08 6.67 5.39 4.75 4.54 4.4 4.28 4.38 6.903089986991944 0.0152
0.5 3669.0 -0.84 4.19 0.944 0.449 8.37 7.49 6.26 5.07 4.4 4.21 4.09 4.01 4.11 6.903089986991944 0.0152
0.6 3798.0 -0.72 4.21 1.01 0.087 7.84 7.03 5.94 4.82 4.14 3.97 3.86 3.8 3.91 6.903089986991944 0.0152
0.7 3923.0 -0.61 4.22 1.071 0.104 7.37 6.6 5.65 4.6 3.9 3.75 3.66 3.62 3.74 6.903089986991944 0.0152
0.8 4049.0 -0.51 4.23 1.133 0.173 6.98 6.21 5.38 4.38 3.69 3.56 3.48 3.45 3.57 6.903089986991944 0.0152
0.9 4184.0 -0.41 4.24 1.192 0.282 6.6 5.82 5.11 4.16 3.49 3.38 3.31 3.29 3.41 6.903089986991944 0.0152
1.0 4327.0 -0.3 4.24 1.256 0.448 6.19 5.45 4.84 3.94 3.31 3.21 3.15 3.13 3.25 6.903089986991944 0.0152
1.1 4481.0 -0.2 4.24 1.321 0.63 5.8 5.11 4.56 3.73 3.14 3.05 2.99 2.98 3.09 6.903089986991944 0.0152
1.2 4647.0 -0.09 4.23 1.398 0.785 5.4 4.77 4.26 3.49 2.96 2.87 2.82 2.81 2.91 6.903089986991944 0.0152
1.3 4837.0 0.04 4.21 1.489 0.882 4.98 4.41 3.95 3.24 2.76 2.68 2.64 2.63 2.72 6.903089986991944 0.0152
1.4 5064.0 0.18 4.17 1.602 0.938 4.52 4.01 3.59 2.96 2.53 2.46 2.42 2.42 2.49 6.903089986991944 0.0152
0.01 1570.0 -3.87 4.05 0.156 1.0 21.69 18.78 16.71 13.28 12.03 10.94 9.84 9.5 9.89 7.0 0.0152
0.015 2261.0 -3.08 4.06 0.189 1.0 18.97 16.2 13.63 10.26 9.74 9.27 8.85 8.53 8.86 7.0 0.0152
0.02 2519.0 -2.67 3.96 0.244 1.0 16.69 14.37 11.94 9.27 8.78 8.37 8.01 7.74 7.92 7.0 0.0152
0.03 2682.0 -2.43 4.01 0.283 1.0 15.26 13.27 11.0 8.71 8.23 7.85 7.52 7.29 7.41 7.0 0.0152
0.04 2768.0 -2.35 4.11 0.292 1.0 14.66 12.8 10.63 8.52 8.03 7.68 7.37 7.15 7.25 7.0 0.0152
0.05 2843.0 -2.23 4.14 0.315 1.0 14.1 12.36 10.25 8.26 7.77 7.44 7.15 6.93 7.03 7.0 0.0152
0.06 2900.0 -2.15 4.16 0.335 1.0 13.65 12.03 9.97 8.06 7.56 7.24 6.97 6.76 6.85 7.0 0.0152
0.07 2946.0 -2.06 4.18 0.358 1.0 13.29 11.74 9.71 7.86 7.36 7.05 6.79 6.58 6.67 7.0 0.0152
0.072 2954.0 -2.04 4.18 0.363 1.0 13.22 11.68 9.66 7.82 7.31 7.01 6.75 6.54 6.64 7.0 0.0152
0.075 2967.0 -2.02 4.18 0.369 1.0 13.12 11.6 9.59 7.77 7.26 6.96 6.7 6.5 6.59 7.0 0.0152
0.08 2987.0 -1.98 4.17 0.383 1.0 12.95 11.45 9.46 7.66 7.15 6.85 6.61 6.4 6.5 7.0 0.0152
0.09 3021.0 -1.91 4.18 0.405 1.0 12.65 11.21 9.25 7.51 6.99 6.7 6.46 6.26 6.35 7.0 0.0152
0.1 3050.0 -1.87 4.2 0.416 1.0 12.42 11.03 9.12 7.42 6.9 6.61 6.37 6.18 6.27 7.0 0.0152
0.11 3075.0 -1.82 4.2 0.435 1.0 12.18 10.83 8.96 7.3 6.77 6.49 6.25 6.07 6.15 7.0 0.0152
0.13 3118.0 -1.72 4.2 0.475 1.0 11.78 10.49 8.67 7.06 6.53 6.25 6.03 5.85 5.92 7.0 0.0152
0.15 3159.0 -1.64 4.2 0.509 1.0 11.47 10.22 8.44 6.87 6.33 6.06 5.85 5.67 5.75 7.0 0.0152
0.17 3197.0 -1.56 4.2 0.544 1.0 11.18 9.96 8.22 6.69 6.13 5.87 5.67 5.5 5.58 7.0 0.0152
0.2 3240.0 -1.47 4.2 0.587 1.0 10.85 9.67 7.97 6.48 5.92 5.66 5.47 5.3 5.38 7.0 0.0152
0.3 3363.0 -1.23 4.21 0.713 0.979 9.98 8.9 7.33 5.94 5.35 5.11 4.94 4.8 4.88 7.0 0.0152
0.4 3508.0 -1.05 4.23 0.805 0.663 9.21 8.24 6.83 5.55 4.93 4.71 4.56 4.44 4.53 7.0 0.0152
0.5 3651.0 -0.91 4.25 0.88 0.024 8.56 7.67 6.43 5.24 4.58 4.39 4.26 4.17 4.27 7.0 0.0152
0.6 3781.0 -0.79 4.27 0.942 0.02 8.03 7.2 6.1 4.99 4.31 4.14 4.02 3.96 4.07 7.0 0.0152
0.7 3908.0 -0.67 4.28 1.005 0.036 7.54 6.76 5.81 4.75 4.06 3.91 3.81 3.76 3.88 7.0 0.0152
0.8 4041.0 -0.57 4.29 1.064 0.086 7.13 6.36 5.52 4.52 3.83 3.7 3.62 3.59 3.71 7.0 0.0152
0.9 4191.0 -0.46 4.29 1.121 0.191 6.72 5.94 5.23 4.29 3.63 3.51 3.44 3.42 3.54 7.0 0.0152
1.0 4363.0 -0.34 4.29 1.189 0.383 6.25 5.52 4.91 4.04 3.42 3.31 3.26 3.24 3.36 7.0 0.0152
1.1 4553.0 -0.21 4.28 1.259 0.597 5.78 5.12 4.59 3.78 3.22 3.13 3.08 3.07 3.17 7.0 0.0152
1.2 4768.0 -0.07 4.26 1.347 0.774 5.3 4.7 4.23 3.5 3.0 2.92 2.87 2.86 2.95 7.0 0.0152
1.3 5038.0 0.09 4.22 1.459 0.88 4.76 4.24 3.81 3.17 2.74 2.67 2.63 2.63 2.7 7.0 0.0152
1.4 5363.0 0.29 4.16 1.624 0.938 4.15 3.7 3.32 2.78 2.41 2.36 2.33 2.32 2.38 7.0 0.0152
0.015 2237.0 -3.11 4.08 0.185 1.0 19.18 16.38 13.81 10.36 9.83 9.36 8.92 8.59 8.93 7.176091259055681 0.0152
0.02 2495.0 -2.74 4.02 0.229 1.0 17.01 14.64 12.18 9.44 8.96 8.54 8.17 7.9 8.1 7.176091259055681 0.0152
0.03 2614.0 -2.69 4.22 0.222 1.0 16.35 14.09 11.75 9.32 8.84 8.46 8.12 7.87 8.04 7.176091259055681 0.0152
0.04 2721.0 -2.55 4.28 0.24 1.0 15.3 13.38 11.16 9.0 8.5 8.14 7.83 7.6 7.73 7.176091259055681 0.0152
0.05 2827.0 -2.41 4.3 0.261 1.0 14.62 12.79 10.69 8.69 8.2 7.86 7.56 7.35 7.46 7.176091259055681 0.0152
0.06 2892.0 -2.3 4.32 0.282 1.0 14.05 12.41 10.35 8.45 7.95 7.62 7.34 7.14 7.24 7.176091259055681 0.0152
0.07 2943.0 -2.21 4.32 0.302 1.0 13.64 12.09 10.07 8.24 7.73 7.42 7.15 6.95 7.05 7.176091259055681 0.0152
0.072 2952.0 -2.19 4.32 0.307 1.0 13.57 12.03 10.02 8.2 7.69 7.38 7.11 6.91 7.01 7.176091259055681 0.0152
0.075 2965.0 -2.17 4.32 0.312 1.0 13.46 11.95 9.95 8.14 7.63 7.33 7.06 6.86 6.96 7.176091259055681 0.0152
0.08 2986.0 -2.13 4.32 0.324 1.0 13.29 11.8 9.81 8.04 7.53 7.22 6.97 6.77 6.87 7.176091259055681 0.0152
0.09 3023.0 -2.06 4.32 0.342 1.0 12.97 11.54 9.6 7.88 7.36 7.07 6.82 6.63 6.72 7.176091259055681 0.0152
0.1 3056.0 -2.01 4.34 0.355 1.0 12.69 11.32 9.43 7.76 7.24 6.95 6.71 6.52 6.61 7.176091259055681 0.0152
0.11 3086.0 -1.95 4.34 0.373 1.0 12.41 11.09 9.25 7.62 7.09 6.81 6.58 6.39 6.47 7.176091259055681 0.0152
0.13 3131.0 -1.84 4.33 0.407 1.0 12.01 10.75 8.96 7.39 6.85 6.57 6.35 6.17 6.25 7.176091259055681 0.0152
0.15 3169.0 -1.76 4.33 0.438 0.999 11.7 10.47 8.73 7.19 6.64 6.38 6.16 5.99 6.06 7.176091259055681 0.0152
0.17 3205.0 -1.68 4.33 0.469 0.997 11.41 10.22 8.51 7.01 6.45 6.19 5.99 5.82 5.89 7.176091259055681 0.0152
0.2 3252.0 -1.59 4.33 0.508 0.985 11.07 9.91 8.25 6.79 6.23 5.97 5.77 5.61 5.69 7.176091259055681 0.0152
0.3 3374.0 -1.34 4.33 0.623 0.594 10.18 9.12 7.59 6.23 5.64 5.4 5.23 5.09 5.17 7.176091259055681 0.0152
0.4 3498.0 -1.17 4.34 0.707 0.0 9.49 8.52 7.12 5.85 5.24 5.01 4.85 4.74 4.82 7.176091259055681 0.0152
0.5 3621.0 -1.03 4.36 0.774 0.0 8.89 7.99 6.74 5.54 4.91 4.7 4.56 4.47 4.56 7.176091259055681 0.0152
0.6 3748.0 -0.91 4.37 0.834 0.001 8.36 7.52 6.4 5.28 4.62 4.44 4.31 4.24 4.34 7.176091259055681 0.0152
0.7 3891.0 -0.78 4.38 0.895 0.003 7.83 7.04 6.07 5.01 4.34 4.18 4.07 4.02 4.14 7.176091259055681 0.0152
0.8 4054.0 -0.65 4.38 0.955 0.021 7.34 6.56 5.73 4.74 4.07 3.93 3.85 3.82 3.94 7.176091259055681 0.0152
0.9 4263.0 -0.51 4.37 1.02 0.111 6.78 6.01 5.35 4.44 3.79 3.68 3.62 3.6 3.72 7.176091259055681 0.0152
1.0 4530.0 -0.35 4.36 1.092 0.318 6.13 5.46 4.92 4.11 3.53 3.44 3.39 3.38 3.48 7.176091259055681 0.0152
1.1 4850.0 -0.15 4.33 1.189 0.576 5.45 4.88 4.42 3.72 3.24 3.17 3.12 3.12 3.2 7.176091259055681 0.0152
1.2 5264.0 0.09 4.27 1.331 0.77 4.69 4.22 3.83 3.25 2.87 2.81 2.78 2.77 2.83 7.176091259055681 0.0152
1.3 5754.0 0.4 4.15 1.593 0.88 3.81 3.43 3.1 2.65 2.35 2.3 2.29 2.28 2.32 7.176091259055681 0.0152
1.4 6422.0 0.7 4.07 1.804 0.938 2.99 2.7 2.45 2.13 1.93 1.9 1.89 1.89 1.89 7.176091259055681 0.0152
0.015 2209.0 -3.15 4.1 0.181 1.0 19.47 16.61 14.05 10.49 9.94 9.46 9.0 8.67 9.01 7.301029995663981 0.0152
0.02 2411.0 -2.92 4.14 0.198 1.0 17.95 15.34 12.84 9.88 9.39 8.97 8.58 8.29 8.55 7.301029995663981 0.0152
0.03 2555.0 -2.84 4.34 0.194 1.0 17.07 14.67 12.28 9.7 9.21 8.82 8.47 8.21 8.42 7.301029995663981 0.0152
0.04 2681.0 -2.68 4.38 0.213 1.0 15.81 13.8 11.54 9.3 8.8 8.44 8.12 7.88 8.04 7.301029995663981 0.0152
0.05 2811.0 -2.52 4.4 0.233 1.0 14.99 13.08 10.97 8.96 8.46 8.13 7.82 7.61 7.72 7.301029995663981 0.0152
0.06 2883.0 -2.41 4.42 0.251 1.0 14.34 12.68 10.62 8.71 8.21 7.88 7.6 7.39 7.5 7.301029995663981 0.0152
0.07 2940.0 -2.31 4.42 0.271 1.0 13.88 12.33 10.31 8.48 7.98 7.66 7.39 7.19 7.29 7.301029995663981 0.0152
0.072 2950.0 -2.29 4.42 0.275 1.0 13.8 12.26 10.26 8.44 7.93 7.62 7.35 7.15 7.25 7.301029995663981 0.0152
0.075 2964.0 -2.27 4.42 0.279 1.0 13.69 12.18 10.18 8.39 7.88 7.57 7.3 7.1 7.2 7.301029995663981 0.0152
0.08 2986.0 -2.22 4.42 0.29 1.0 13.5 12.02 10.05 8.28 7.77 7.47 7.21 7.01 7.11 7.301029995663981 0.0152
0.09 3025.0 -2.15 4.42 0.306 1.0 13.17 11.75 9.83 8.12 7.61 7.31 7.06 6.87 6.96 7.301029995663981 0.0152
0.1 3059.0 -2.1 4.43 0.319 1.0 12.87 11.51 9.65 7.99 7.47 7.18 6.93 6.75 6.83 7.301029995663981 0.0152
0.11 3090.0 -2.03 4.43 0.336 0.999 12.58 11.27 9.46 7.85 7.32 7.04 6.8 6.62 6.7 7.301029995663981 0.0152
0.13 3141.0 -1.93 4.42 0.366 0.996 12.16 10.92 9.16 7.61 7.07 6.8 6.57 6.4 6.47 7.301029995663981 0.0152
0.15 3182.0 -1.84 4.42 0.396 0.987 11.83 10.62 8.91 7.4 6.85 6.59 6.37 6.2 6.27 7.301029995663981 0.0152
0.17 3215.0 -1.77 4.42 0.422 0.96 11.56 10.39 8.71 7.23 6.68 6.41 6.2 6.04 6.11 7.301029995663981 0.0152
0.2 3263.0 -1.67 4.41 0.46 0.852 11.21 10.07 8.43 6.99 6.44 6.18 5.98 5.82 5.89 7.301029995663981 0.0152
0.3 3392.0 -1.42 4.41 0.565 0.006 10.3 9.26 7.76 6.42 5.84 5.6 5.43 5.29 5.37 7.301029995663981 0.0152
0.4 3500.0 -1.25 4.42 0.643 0.0 9.66 8.69 7.31 6.05 5.45 5.23 5.06 4.95 5.02 7.301029995663981 0.0152
0.5 3609.0 -1.11 4.43 0.71 0.0 9.09 8.19 6.93 5.74 5.12 4.91 4.76 4.66 4.75 7.301029995663981 0.0152
0.6 3733.0 -0.98 4.44 0.771 0.0 8.55 7.71 6.58 5.46 4.82 4.63 4.5 4.42 4.52 7.301029995663981 0.0152
0.7 3894.0 -0.85 4.45 0.829 0.0 7.98 7.19 6.22 5.18 4.51 4.35 4.24 4.19 4.3 7.301029995663981 0.0152
0.8 4102.0 -0.69 4.44 0.895 0.009 7.41 6.6 5.81 4.84 4.17 4.04 3.97 3.94 4.06 7.301029995663981 0.0152
0.9 4406.0 -0.5 4.42 0.966 0.089 6.62 5.9 5.32 4.46 3.85 3.75 3.69 3.68 3.79 7.301029995663981 0.0152
1.0 4793.0 -0.28 4.39 1.057 0.308 5.79 5.2 4.73 4.01 3.51 3.44 3.39 3.38 3.47 7.301029995663981 0.0152
1.1 5302.0 0.01 4.32 1.198 0.575 4.87 4.42 4.03 3.46 3.09 3.03 3.0 2.99 3.05 7.301029995663981 0.0152
1.2 5911.0 0.35 4.21 1.43 0.77 3.9 3.54 3.23 2.82 2.54 2.5 2.49 2.48 2.51 7.301029995663981 0.0152
1.3 6330.0 0.41 4.3 1.34 0.88 3.71 3.4 3.14 2.81 2.59 2.56 2.55 2.55 2.55 7.301029995663981 0.0152
1.4 6475.0 0.5 4.28 1.415 0.938 3.48 3.2 2.95 2.64 2.44 2.41 2.4 2.4 2.4 7.301029995663981 0.0152
0.015 2181.0 -3.2 4.12 0.177 1.0 19.69 16.79 14.23 10.59 10.03 9.54 9.07 8.74 9.09 7.3979400086720375 0.0152
0.02 2306.0 -3.12 4.27 0.172 1.0 18.95 16.11 13.57 10.35 9.85 9.42 9.0 8.69 9.02 7.3979400086720375 0.0152
0.03 2500.0 -2.95 4.41 0.178 1.0 17.57 15.17 12.71 9.98 9.48 9.09 8.72 8.45 8.7 7.3979400086720375 0.0152
0.04 2655.0 -2.76 4.45 0.196 1.0 16.27 14.1 11.81 9.51 9.02 8.66 8.33 8.09 8.26 7.3979400086720375 0.0152
0.05 2792.0 -2.6 4.47 0.214 1.0 15.29 13.31 11.19 9.16 8.66 8.32 8.01 7.8 7.92 7.3979400086720375 0.0152
0.06 2874.0 -2.48 4.49 0.231 1.0 14.58 12.88 10.81 8.9 8.4 8.07 7.78 7.58 7.69 7.3979400086720375 0.0152
0.07 2935.0 -2.38 4.49 0.249 1.0 14.06 12.51 10.5 8.67 8.16 7.85 7.57 7.37 7.48 7.3979400086720375 0.0152
0.072 2946.0 -2.36 4.49 0.253 1.0 13.98 12.45 10.44 8.63 8.12 7.81 7.54 7.34 7.44 7.3979400086720375 0.0152
0.075 2961.0 -2.34 4.49 0.257 1.0 13.87 12.36 10.36 8.57 8.07 7.75 7.49 7.29 7.39 7.3979400086720375 0.0152
0.08 2985.0 -2.3 4.49 0.266 1.0 13.67 12.2 10.23 8.47 7.96 7.65 7.39 7.19 7.29 7.3979400086720375 0.0152
0.09 3026.0 -2.22 4.49 0.283 0.999 13.32 11.91 9.99 8.29 7.78 7.48 7.23 7.04 7.13 7.3979400086720375 0.0152
0.1 3061.0 -2.16 4.5 0.295 0.998 13.0 11.66 9.8 8.16 7.64 7.35 7.1 6.92 7.0 7.3979400086720375 0.0152
0.11 3094.0 -2.1 4.5 0.31 0.995 12.7 11.41 9.61 8.02 7.49 7.21 6.97 6.79 6.87 7.3979400086720375 0.0152
0.13 3148.0 -2.0 4.49 0.338 0.974 12.28 11.05 9.31 7.78 7.24 6.97 6.74 6.56 6.64 7.3979400086720375 0.0152
0.15 3194.0 -1.9 4.49 0.365 0.914 11.93 10.74 9.05 7.56 7.02 6.75 6.53 6.37 6.44 7.3979400086720375 0.0152
0.17 3228.0 -1.83 4.48 0.391 0.774 11.66 10.5 8.84 7.38 6.84 6.57 6.36 6.2 6.27 7.3979400086720375 0.0152
0.2 3276.0 -1.73 4.48 0.425 0.346 11.31 10.19 8.58 7.15 6.6 6.35 6.14 5.99 6.06 7.3979400086720375 0.0152
0.3 3410.0 -1.48 4.48 0.521 0.0 10.38 9.37 7.9 6.58 6.0 5.77 5.59 5.46 5.53 7.3979400086720375 0.0152
0.4 3507.0 -1.31 4.49 0.599 0.0 9.77 8.81 7.45 6.2 5.61 5.38 5.21 5.1 5.17 7.3979400086720375 0.0152
0.5 3604.0 -1.18 4.49 0.662 0.0 9.24 8.33 7.08 5.9 5.29 5.07 4.92 4.82 4.9 7.3979400086720375 0.0152
0.6 3731.0 -1.04 4.49 0.725 0.0 8.68 7.83 6.71 5.6 4.96 4.77 4.63 4.56 4.65 7.3979400086720375 0.0152
0.7 3916.0 -0.88 4.49 0.789 0.0 8.03 7.25 6.3 5.27 4.61 4.45 4.34 4.29 4.4 7.3979400086720375 0.0152
0.8 4186.0 -0.69 4.47 0.858 0.006 7.32 6.53 5.81 4.87 4.21 4.09 4.02 4.0 4.12 7.3979400086720375 0.0152
0.9 4601.0 -0.45 4.45 0.938 0.084 6.35 5.69 5.17 4.39 3.83 3.75 3.7 3.69 3.79 7.3979400086720375 0.0152
1.0 5147.0 -0.15 4.39 1.056 0.307 5.33 4.83 4.42 3.82 3.4 3.34 3.31 3.3 3.37 7.3979400086720375 0.0152
1.1 5796.0 0.18 4.31 1.22 0.575 4.35 3.97 3.65 3.21 2.91 2.87 2.85 2.85 2.88 7.3979400086720375 0.0152
1.2 6102.0 0.22 4.39 1.156 0.77 4.21 3.87 3.58 3.21 2.96 2.92 2.91 2.91 2.93 7.3979400086720375 0.0152
1.3 6271.0 0.35 4.34 1.276 0.88 3.86 3.55 3.28 2.93 2.71 2.67 2.67 2.66 2.67 7.3979400086720375 0.0152
1.4 6622.0 0.55 4.27 1.432 0.938 3.35 3.08 2.85 2.57 2.39 2.36 2.35 2.35 2.35 7.3979400086720375 0.0152
0.015 2139.0 -3.26 4.15 0.171 1.0 19.92 17.03 14.47 10.74 10.16 9.67 9.18 8.85 9.22 7.477121254719663 0.0152
0.02 2184.0 -3.29 4.34 0.159 1.0 20.1 17.08 14.5 10.83 10.25 9.78 9.3 8.97 9.34 7.477121254719663 0.0152
0.03 2448.0 -3.05 4.47 0.167 1.0 18.15 15.51 13.04 10.18 9.69 9.3 8.92 8.63 8.92 7.477121254719663 0.0152
0.04 2632.0 -2.83 4.51 0.185 1.0 16.68 14.35 12.04 9.67 9.19 8.82 8.49 8.24 8.43 7.477121254719663 0.0152
0.05 2755.0 -2.68 4.53 0.2 1.0 15.55 13.59 11.42 9.34 8.84 8.5 8.18 7.96 8.1 7.477121254719663 0.0152
0.06 2860.0 -2.55 4.54 0.217 1.0 14.82 13.06 10.98 9.05 8.55 8.22 7.93 7.72 7.84 7.477121254719663 0.0152
0.07 2925.0 -2.45 4.55 0.233 1.0 14.28 12.7 10.67 8.83 8.32 8.01 7.73 7.53 7.64 7.477121254719663 0.0152
0.072 2936.0 -2.43 4.55 0.236 1.0 14.2 12.63 10.61 8.79 8.28 7.97 7.69 7.49 7.6 7.477121254719663 0.0152
0.075 2952.0 -2.4 4.55 0.241 1.0 14.07 12.52 10.52 8.72 8.21 7.9 7.63 7.43 7.54 7.477121254719663 0.0152
0.08 2977.0 -2.36 4.55 0.249 0.999 13.88 12.37 10.39 8.62 8.11 7.81 7.54 7.35 7.45 7.477121254719663 0.0152
0.09 3020.0 -2.28 4.55 0.264 0.997 13.51 12.08 10.15 8.45 7.93 7.64 7.38 7.19 7.29 7.477121254719663 0.0152
0.1 3056.0 -2.22 4.55 0.277 0.99 13.18 11.82 9.95 8.31 7.78 7.49 7.24 7.06 7.15 7.477121254719663 0.0152
0.11 3089.0 -2.16 4.56 0.289 0.973 12.88 11.58 9.77 8.17 7.65 7.36 7.12 6.94 7.02 7.477121254719663 0.0152
0.13 3145.0 -2.05 4.55 0.317 0.888 12.42 11.19 9.45 7.92 7.38 7.11 6.88 6.71 6.78 7.477121254719663 0.0152
0.15 3193.0 -1.96 4.55 0.342 0.653 12.06 10.88 9.19 7.71 7.17 6.9 6.67 6.51 6.58 7.477121254719663 0.0152
0.17 3231.0 -1.88 4.54 0.366 0.297 11.78 10.62 8.98 7.52 6.98 6.71 6.5 6.34 6.41 7.477121254719663 0.0152
0.2 3279.0 -1.78 4.54 0.398 0.008 11.42 10.31 8.71 7.29 6.74 6.49 6.28 6.13 6.2 7.477121254719663 0.0152
0.3 3413.0 -1.54 4.54 0.488 0.0 10.5 9.49 8.03 6.72 6.15 5.91 5.73 5.6 5.67 7.477121254719663 0.0152
0.4 3508.0 -1.36 4.54 0.564 0.0 9.89 8.93 7.58 6.33 5.74 5.51 5.34 5.23 5.3 7.477121254719663 0.0152
0.5 3602.0 -1.23 4.54 0.627 0.0 9.36 8.45 7.2 6.02 5.41 5.2 5.04 4.94 5.02 7.477121254719663 0.0152
0.6 3739.0 -1.08 4.54 0.692 0.0 8.75 7.91 6.8 5.69 5.06 4.87 4.73 4.66 4.75 7.477121254719663 0.0152
0.7 3960.0 -0.9 4.52 0.758 0.0 8.01 7.24 6.33 5.32 4.66 4.5 4.4 4.36 4.47 7.477121254719663 0.0152
0.8 4320.0 -0.66 4.5 0.834 0.005 7.11 6.36 5.73 4.84 4.2 4.1 4.04 4.02 4.14 7.477121254719663 0.0152
0.9 4848.0 -0.37 4.46 0.925 0.083 6.0 5.43 4.97 4.27 3.78 3.71 3.67 3.66 3.74 7.477121254719663 0.0152
1.0 5520.0 -0.03 4.39 1.053 0.307 4.93 4.51 4.15 3.64 3.3 3.26 3.23 3.23 3.27 7.477121254719663 0.0152
1.1 5897.0 0.07 4.44 1.045 0.575 4.59 4.23 3.92 3.5 3.22 3.18 3.17 3.16 3.19 7.477121254719663 0.0152
1.2 6052.0 0.19 4.41 1.133 0.77 4.29 3.95 3.65 3.27 3.01 2.98 2.96 2.96 2.98 7.477121254719663 0.0152
1.3 6335.0 0.38 4.33 1.287 0.88 3.79 3.49 3.22 2.89 2.67 2.64 2.64 2.63 2.64 7.477121254719663 0.0152
1.4 6743.0 0.56 4.29 1.4 0.938 3.32 3.06 2.84 2.58 2.41 2.39 2.38 2.38 2.38 7.477121254719663 0.0152
0.015 1996.0 -3.45 4.22 0.158 1.0 20.8 17.86 15.41 11.26 10.61 10.05 9.48 9.14 9.52 7.6020599913279625 0.0152
0.02 2005.0 -3.52 4.42 0.144 1.0 20.87 17.95 15.51 11.39 10.75 10.24 9.66 9.32 9.74 7.6020599913279625 0.0152
0.03 2366.0 -3.18 4.55 0.153 1.0 18.9 16.13 13.6 10.52 10.0 9.6 9.19 8.89 9.24 7.6020599913279625 0.0152
0.04 2581.0 -2.95 4.59 0.167 1.0 17.39 14.87 12.49 9.97 9.49 9.12 8.77 8.51 8.75 7.6020599913279625 0.0152
0.05 2699.0 -2.8 4.61 0.183 1.0 15.99 14.04 11.79 9.6 9.1 8.75 8.43 8.2 8.37 7.6020599913279625 0.0152
0.06 2830.0 -2.65 4.63 0.196 1.0 15.24 13.38 11.28 9.31 8.81 8.48 8.17 7.96 8.1 7.6020599913279625 0.0152
0.07 2904.0 -2.55 4.63 0.211 0.999 14.64 12.98 10.93 9.07 8.56 8.24 7.96 7.75 7.87 7.6020599913279625 0.0152
0.072 2916.0 -2.53 4.63 0.214 0.998 14.55 12.91 10.87 9.02 8.51 8.2 7.92 7.72 7.84 7.6020599913279625 0.0152
0.075 2933.0 -2.5 4.64 0.218 0.996 14.43 12.82 10.79 8.97 8.45 8.14 7.87 7.67 7.78 7.6020599913279625 0.0152
0.08 2961.0 -2.45 4.63 0.225 0.993 14.21 12.64 10.64 8.86 8.34 8.04 7.77 7.57 7.68 7.6020599913279625 0.0152
0.09 3007.0 -2.38 4.64 0.239 0.973 13.84 12.35 10.4 8.68 8.16 7.86 7.6 7.41 7.52 7.6020599913279625 0.0152
0.1 3046.0 -2.31 4.64 0.25 0.906 13.48 12.08 10.2 8.54 8.01 7.72 7.47 7.29 7.38 7.6020599913279625 0.0152
0.11 3081.0 -2.25 4.64 0.263 0.778 13.14 11.82 10.0 8.39 7.86 7.58 7.33 7.15 7.24 7.6020599913279625 0.0152
0.13 3138.0 -2.14 4.64 0.287 0.288 12.67 11.43 9.69 8.15 7.61 7.34 7.1 6.93 7.01 7.6020599913279625 0.0152
0.15 3187.0 -2.05 4.63 0.309 0.011 12.3 11.11 9.43 7.94 7.4 7.13 6.9 6.74 6.81 7.6020599913279625 0.0152
0.17 3229.0 -1.97 4.63 0.33 0.0 12.0 10.85 9.2 7.75 7.21 6.94 6.73 6.57 6.64 7.6020599913279625 0.0152
0.2 3280.0 -1.87 4.63 0.36 0.0 11.63 10.52 8.92 7.51 6.96 6.71 6.5 6.35 6.42 7.6020599913279625 0.0152
0.3 3410.0 -1.62 4.62 0.443 0.0 10.71 9.69 8.24 6.94 6.37 6.13 5.94 5.81 5.88 7.6020599913279625 0.0152
