Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc
UBC_434,91.045,28.05,182.826,3.074,0.074,31,0.415,0.07,-0.98,0.103,0.178,0.029,8.27,0.75,13.55,5133.0,-5119.0,-252.0,275.0,13461.0
UBC_435,90.682,25.519,184.873,1.552,0.093,25,-0.095,0.122,-1.598,0.085,0.275,0.013,8.58,0.5,12.57,3268.0,-3255.0,-277.0,88.0,11599.0
UBC_436,94.897,26.234,186.061,5.216,0.053,30,-0.362,0.059,-2.087,0.066,0.296,0.033,8.75,0.75,12.54,3217.0,-3186.0,-338.0,292.0,11531.0
UBC_437,89.533,22.036,187.352,-1.103,0.113,32,0.146,0.064,-1.912,0.11,0.493,0.041,7.96,1.22,11.48,1978.0,-1961.0,-253.0,-38.0,10304.0
UBC_438,94.851,15.287,195.7,0.033,0.097,24,0.155,0.082,-0.39,0.081,0.207,0.017,6.64,2.67,12.79,3605.0,-3471.0,-975.0,2.0,11851.0
UBC_439,94.541,10.752,199.561,-2.376,0.094,32,0.417,0.081,-0.944,0.095,0.303,0.024,8.55,0.81,12.43,3056.0,-2878.0,-1022.0,-126.0,11264.0
UBC_44,31.11,54.359,133.527,-7.004,0.066,47,-2.215,0.14,-0.212,0.154,0.36,0.036,8.91,0.51,12.19,2737.0,-1871.0,1969.0,-333.0,10399.0
UBC_440,113.09,6.015,212.193,11.831,0.045,32,-0.961,0.113,1.217,0.099,0.297,0.069,9.01,0.28,12.5,3158.0,-2616.0,-1646.0,647.0,11079.0
UBC_441,99.998,-3.613,214.85,-4.189,0.075,34,0.123,0.079,-0.443,0.072,0.471,0.04,8.24,0.84,11.5,1991.0,-1629.0,-1134.0,-145.0,10034.0
UBC_442,100.581,-4.624,216.018,-4.123,0.048,33,0.184,0.063,-0.22,0.102,0.194,0.035,9.16,0.7,13.11,4182.0,-3374.0,-2453.0,-300.0,11968.0
UBC_443,98.638,-6.818,217.109,-6.839,0.08,48,0.256,0.081,0.076,0.135,0.298,0.045,8.95,0.9,12.51,3171.0,-2511.0,-1899.0,-377.0,11016.0
UBC_444,105.311,-6.837,220.139,-0.953,0.098,26,-1.506,0.09,-2.49,0.081,0.915,0.022,8.69,0.3,10.18,1084.0,-829.0,-699.0,-18.0,9195.0
UBC_445,108.501,-6.563,221.355,1.988,0.08,36,-0.916,0.09,-1.322,0.069,0.347,0.026,8.51,0.58,12.2,2751.0,-2063.0,-1816.0,95.0,10561.0
UBC_447,106.389,-9.026,222.568,-0.991,0.089,69,-1.089,0.105,-0.146,0.086,0.373,0.035,8.39,1.26,12.14,2673.0,-1968.0,-1808.0,-46.0,10466.0
UBC_448,113.508,-8.089,225.04,5.664,0.041,22,-1.429,0.072,0.568,0.111,0.304,0.022,8.46,0.3,12.49,3144.0,-2211.0,-2214.0,310.0,10781.0
UBC_449,115.22,-12.892,230.069,4.81,0.036,21,-1.386,0.067,1.797,0.061,0.294,0.028,8.6,0.59,12.51,3171.0,-2028.0,-2423.0,265.0,10647.0
UBC_450,110.103,-19.353,233.361,-2.607,0.124,38,-1.844,0.077,1.367,0.095,0.315,0.02,7.84,0.72,12.41,3040.0,-1812.0,-2436.0,-138.0,10440.0
UBC_451,100.71,-23.7,233.421,-12.353,0.085,14,-1.158,0.074,-0.03,0.062,0.517,0.012,7.79,0.07,11.37,1882.0,-1095.0,-1476.0,-402.0,9550.0
UBC_452,111.185,-19.225,233.767,-1.644,0.103,24,-1.327,0.062,0.652,0.092,0.258,0.022,9.0,0.7,12.65,3389.0,-2002.0,-2733.0,-97.0,10697.0
UBC_453,109.524,-20.295,233.97,-3.5,0.057,43,-0.851,0.06,1.624,0.068,0.201,0.029,8.04,1.45,13.27,4501.0,-2643.0,-3633.0,-274.0,11568.0
UBC_454,109.278,-20.661,234.189,-3.89,0.058,44,-0.605,0.07,1.162,0.089,0.286,0.029,8.4,0.67,12.58,3278.0,-1913.0,-2652.0,-222.0,10591.0
UBC_455,115.386,-17.584,234.249,2.653,0.036,23,-1.943,0.04,2.447,0.073,0.243,0.025,7.12,0.77,12.74,3527.0,-2058.0,-2859.0,163.0,10784.0
UBC_456,110.217,-20.78,234.704,-3.162,0.06,26,-0.869,0.048,1.16,0.066,0.267,0.021,8.03,0.99,12.63,3355.0,-1936.0,-2734.0,-185.0,10633.0
UBC_457,109.85,-21.407,235.114,-3.763,0.046,35,-1.913,0.055,2.482,0.069,0.351,0.037,7.74,0.84,12.12,2653.0,-1514.0,-2171.0,-174.0,10090.0
UBC_458,115.321,-18.699,235.189,2.05,0.032,17,-3.051,0.062,2.932,0.081,0.224,0.006,8.46,0.62,12.72,3505.0,-1999.0,-2876.0,125.0,10732.0
UBC_459,115.101,-19.743,235.999,1.339,0.063,30,-1.032,0.06,1.072,0.077,0.369,0.021,9.03,0.86,11.9,2396.0,-1339.0,-1986.0,55.0,9881.0
UBC_46,33.672,57.318,134.018,-3.751,0.144,65,-0.824,0.173,-1.151,0.205,0.401,0.027,8.05,1.35,12.1,2626.0,-1821.0,1884.0,-171.0,10334.0
UBC_460,113.818,-21.318,236.782,-0.475,0.151,50,-2.0,0.079,3.19,0.102,0.296,0.019,7.51,0.97,12.35,2946.0,-1613.0,-2464.0,-24.0,10254.0
UBC_461,119.21,-23.815,241.456,2.605,0.187,72,-2.657,0.102,3.113,0.075,0.286,0.024,7.68,0.45,12.53,3210.0,-1532.0,-2817.0,145.0,10266.0
UBC_462,118.846,-24.033,241.465,2.183,0.11,8,-2.659,0.081,3.041,0.042,0.287,0.016,7.6,0.0,12.65,3381.0,-1614.0,-2968.0,128.0,10387.0
UBC_463,116.554,-26.202,242.26,-0.707,0.042,12,-3.726,0.072,3.053,0.092,0.447,0.008,7.77,0.13,11.53,2027.0,-943.0,-1794.0,-25.0,9455.0
UBC_464,113.533,-28.127,242.616,-4.011,0.165,62,-2.852,0.063,3.672,0.104,0.294,0.026,7.15,1.06,12.59,3294.0,-1511.0,-2918.0,-230.0,10274.0
UBC_465,118.863,-25.412,242.652,1.455,0.162,78,-2.379,0.126,2.7,0.087,0.187,0.027,7.61,0.68,13.4,4780.0,-2195.0,-4244.0,121.0,11358.0
UBC_466,116.362,-27.239,243.074,-1.372,0.036,35,-1.044,0.069,2.936,0.074,0.169,0.017,8.6,1.53,13.32,4609.0,-2086.0,-4109.0,-110.0,11207.0
UBC_467,123.177,-25.657,244.924,4.655,0.05,31,-3.054,0.051,2.122,0.05,0.168,0.028,9.16,0.18,13.55,5122.0,-2163.0,-4624.0,415.0,11476.0
UBC_468,116.591,-30.762,246.132,-2.94,0.206,40,-2.389,0.084,3.302,0.134,0.221,0.014,7.04,1.33,13.1,4164.0,-1682.0,-3803.0,-213.0,10720.0
UBC_469,116.589,-32.266,247.494,-3.705,0.138,30,-2.243,0.134,3.363,0.076,0.249,0.013,7.82,1.88,12.56,3251.0,-1242.0,-2997.0,-210.0,10040.0
UBC_47,41.996,63.789,135.378,3.77,0.051,24,1.192,0.064,-1.103,0.119,0.647,0.03,8.39,2.24,10.9,1514.0,-1075.0,1061.0,99.0,9475.0
UBC_470,121.799,-30.88,248.653,0.796,0.063,22,-2.654,0.089,3.174,0.1,0.251,0.011,7.51,0.86,13.02,4012.0,-1460.0,-3736.0,55.0,10488.0
UBC_471,121.561,-33.053,250.377,-0.548,0.084,49,-2.828,0.078,3.775,0.147,0.193,0.027,8.85,0.91,13.21,4389.0,-1473.0,-4134.0,-41.0,10649.0
UBC_472,120.76,-35.07,251.721,-2.185,0.05,32,-1.204,0.088,1.334,0.083,0.485,0.024,9.33,1.58,11.48,1977.0,-619.0,-1876.0,-75.0,9154.0
UBC_473,122.648,-34.297,251.916,-0.46,0.025,24,-2.637,0.085,2.567,0.048,0.168,0.027,8.87,0.78,13.27,4498.0,-1396.0,-4276.0,-36.0,10634.0
UBC_474,124.866,-33.216,252.035,1.678,0.122,66,-2.692,0.084,3.26,0.115,0.162,0.023,8.87,0.54,13.49,4990.0,-1538.0,-4745.0,146.0,10959.0
UBC_475,123.892,-33.904,252.147,0.607,0.031,19,-2.879,0.08,2.907,0.073,0.488,0.02,7.6,0.65,11.51,2004.0,-614.0,-1907.0,21.0,9155.0
UBC_476,126.579,-33.835,253.364,2.485,0.061,54,-3.113,0.095,2.691,0.099,0.203,0.023,7.94,1.0,13.05,4071.0,-1164.0,-3897.0,176.0,10272.0
UBC_478,119.399,-44.648,259.401,-8.063,0.087,45,-2.615,0.077,5.924,0.111,0.321,0.029,9.13,0.47,12.28,2859.0,-520.0,-2782.0,-401.0,9287.0
UBC_479,124.338,-42.582,259.556,-3.928,0.117,33,-4.814,0.071,5.119,0.05,0.648,0.024,7.31,0.7,10.84,1473.0,-266.0,-1446.0,-100.0,8727.0
UBC_480,119.954,-50.636,264.864,-10.761,0.094,13,-5.373,0.119,5.67,0.062,2.077,0.02,8.32,0.08,8.41,481.0,-42.0,-471.0,-89.0,8395.0
UBC_482,131.14,-45.951,265.118,-1.976,0.194,97,-5.155,0.103,4.977,0.159,0.446,0.032,7.43,0.88,11.76,2245.0,-190.0,-2236.0,-77.0,8819.0
UBC_483,133.744,-47.42,267.408,-1.531,0.069,11,-5.074,0.049,4.415,0.042,0.521,0.01,,,,,,,,
UBC_486,139.738,-50.555,272.392,-0.748,0.086,33,-8.19,0.094,6.933,0.075,0.659,0.017,7.82,0.87,10.86,1483.0,61.0,-1481.0,-19.0,8409.0
UBC_487,139.691,-51.6,273.101,-1.469,0.062,36,-5.812,0.068,4.14,0.079,0.499,0.032,7.42,1.39,11.31,1826.0,98.0,-1822.0,-46.0,8440.0
UBC_488,139.767,-53.576,274.547,-2.84,0.024,27,-4.349,0.092,4.157,0.072,0.121,0.012,8.28,1.75,13.66,5400.0,427.0,-5376.0,-267.0,9566.0
UBC_489,141.158,-53.069,274.784,-1.881,0.124,81,-4.954,0.107,3.807,0.111,0.324,0.026,7.02,1.31,12.23,2792.0,232.0,-2780.0,-91.0,8570.0
UBC_49,60.217,59.198,145.141,4.758,0.067,47,-1.786,0.083,-1.302,0.073,0.344,0.048,9.42,1.84,12.22,2774.0,-2268.0,1580.0,230.0,10726.0
UBC_490,140.563,-53.872,275.071,-2.702,0.094,47,-4.397,0.065,4.029,0.103,0.337,0.019,7.6,1.27,12.19,2743.0,242.0,-2729.0,-129.0,8545.0
UBC_491,142.884,-53.001,275.481,-1.127,0.13,84,-4.393,0.109,3.322,0.098,0.245,0.025,8.26,2.01,12.87,3755.0,358.0,-3737.0,-73.0,8813.0
UBC_492,148.736,-50.951,276.885,2.775,0.083,29,-6.86,0.059,4.997,0.066,0.39,0.027,7.77,1.26,12.1,2627.0,314.0,-2605.0,127.0,8437.0
UBC_493,141.18,-57.341,277.793,-4.939,0.123,25,-7.442,0.089,5.693,0.082,0.565,0.009,8.96,0.55,11.24,1772.0,239.0,-1749.0,-152.0,8287.0
UBC_494,143.863,-57.313,278.825,-3.932,0.05,45,-5.181,0.105,3.687,0.085,0.227,0.024,8.84,1.79,12.74,3524.0,539.0,-3474.0,-241.0,8539.0
UBC_495,144.977,-57.294,279.246,-3.507,0.055,48,-4.77,0.086,3.773,0.07,0.222,0.034,8.61,1.22,12.88,3773.0,605.0,-3717.0,-230.0,8581.0
UBC_496,159.693,-54.247,284.259,3.779,0.114,21,-7.889,0.051,1.45,0.074,0.571,0.025,7.88,0.37,11.09,1651.0,405.0,-1596.0,108.0,8093.0
UBC_497,158.003,-57.01,284.801,0.87,0.048,67,-9.69,0.096,4.373,0.052,0.522,0.027,,,,,,,,
UBC_498,155.086,-59.657,284.904,-2.199,0.049,31,-6.024,0.052,2.842,0.074,0.295,0.017,8.61,0.84,12.33,2924.0,751.0,-2823.0,-112.0,8096.0
UBC_499,158.639,-59.752,286.476,-1.35,0.096,24,-6.543,0.038,2.81,0.101,0.396,0.01,7.72,0.76,11.86,2349.0,666.0,-2252.0,-55.0,7997.0
UBC_5,238.548,-47.74,331.799,4.625,0.382,29,-6.695,0.112,-4.225,0.09,1.785,0.013,8.3,0.26,8.71,551.0,484.0,-259.0,44.0,7859.0
UBC_500,162.663,-55.845,286.523,3.152,0.103,29,-7.308,0.086,3.001,0.058,0.37,0.02,8.4,1.03,12.05,2575.0,731.0,-2465.0,141.0,7998.0
UBC_502,159.583,-59.54,286.771,-0.918,0.069,28,-5.712,0.065,2.068,0.049,0.541,0.015,8.6,0.51,11.24,1767.0,509.0,-1692.0,-28.0,8010.0
UBC_503,156.274,-62.321,286.807,-4.117,0.064,21,-7.424,0.059,5.209,0.061,0.464,0.017,9.19,0.54,11.62,2108.0,608.0,-2013.0,-151.0,7989.0
UBC_504,159.738,-61.099,287.609,-2.231,0.045,33,-5.743,0.1,2.921,0.089,0.174,0.015,7.05,1.15,13.42,4824.0,1458.0,-4595.0,-187.0,8274.0
UBC_505,160.939,-60.107,287.66,-1.078,0.059,34,-5.926,0.075,2.205,0.065,0.295,0.012,8.78,0.28,12.73,3511.0,1065.0,-3345.0,-66.0,8007.0
UBC_506,159.233,-62.035,287.849,-3.166,0.055,35,-6.166,0.095,3.413,0.06,0.299,0.028,8.43,0.79,12.66,3399.0,1040.0,-3231.0,-187.0,7982.0
UBC_507,162.594,-61.437,288.981,-1.891,0.035,25,-6.457,0.053,2.929,0.067,0.145,0.022,8.22,1.05,13.38,4731.0,1538.0,-4471.0,-156.0,8140.0
UBC_508,164.106,-60.489,289.217,-0.714,0.041,63,-5.194,0.074,2.28,0.072,0.138,0.034,9.08,1.62,13.3,4581.0,1507.0,-4325.0,-57.0,8086.0
UBC_509,164.064,-61.089,289.476,-1.248,0.063,25,-6.586,0.075,2.363,0.055,0.287,0.009,8.77,0.57,12.67,3420.0,1140.0,-3223.0,-74.0,7888.0
UBC_51,59.648,52.56,149.233,-0.482,0.148,34,-0.279,0.093,-1.275,0.068,0.879,0.026,7.0,0.79,10.11,1051.0,-903.0,537.0,-8.0,9258.0
UBC_510,163.234,-62.747,289.829,-2.919,0.038,24,-5.675,0.073,2.08,0.062,0.18,0.014,7.19,1.48,13.22,4395.0,1489.0,-4129.0,-223.0,7999.0
UBC_511,151.935,-70.747,290.178,-12.045,0.109,35,-6.671,0.113,6.191,0.082,0.749,0.037,8.73,0.39,10.53,1273.0,429.0,-1169.0,-265.0,7996.0
UBC_512,166.386,-60.466,290.248,-0.229,0.091,114,-6.246,0.119,1.919,0.076,0.209,0.026,8.47,0.81,12.71,3488.0,1207.0,-3272.0,-13.0,7847.0
UBC_513,171.342,-61.446,292.834,-0.269,0.038,16,-5.616,0.094,0.539,0.059,0.364,0.017,8.31,0.93,12.07,2599.0,1008.0,-2395.0,-12.0,7712.0
UBC_514,158.561,-73.324,293.35,-13.07,0.174,26,-6.926,0.124,1.087,0.076,0.504,0.023,9.35,0.73,11.34,1850.0,714.0,-1654.0,-418.0,7803.0
UBC_515,179.311,-62.968,296.822,-0.738,0.075,30,-6.147,0.063,0.691,0.048,0.239,0.013,6.91,1.53,12.77,3580.0,1615.0,-3195.0,-46.0,7444.0
UBC_516,182.541,-62.33,298.16,0.157,0.038,24,-4.784,0.061,0.49,0.067,0.272,0.015,8.46,1.37,12.52,3186.0,1503.0,-2809.0,8.0,7390.0
UBC_517,182.482,-63.791,298.372,-1.296,0.148,53,-5.685,0.062,0.008,0.067,0.392,0.018,7.35,0.77,11.85,2348.0,1115.0,-2065.0,-53.0,7513.0
UBC_518,184.56,-62.969,299.179,-0.346,0.055,21,-5.564,0.094,0.091,0.072,0.265,0.013,7.48,1.61,12.66,3404.0,1659.0,-2972.0,-20.0,7311.0
UBC_519,185.454,-60.4,299.275,2.262,0.06,27,-5.635,0.078,0.905,0.042,0.299,0.022,8.81,1.45,12.19,2746.0,1342.0,-2394.0,108.0,7396.0
UBC_52,64.728,52.344,151.663,1.449,0.076,32,-0.868,0.069,0.616,0.074,0.401,0.029,9.01,1.56,11.73,2215.0,-1949.0,1051.0,56.0,10342.0
UBC_520,186.083,-66.672,300.245,-3.94,0.051,25,-4.872,0.059,-0.095,0.033,0.492,0.017,8.9,1.23,11.35,1866.0,937.0,-1608.0,-128.0,7574.0
UBC_521,187.576,-64.16,300.632,-1.381,0.067,45,-8.453,0.064,-0.851,0.083,0.322,0.022,8.97,1.66,12.07,2594.0,1321.0,-2232.0,-62.0,7364.0
UBC_522,190.822,-61.627,301.962,1.231,0.11,57,-4.447,0.053,-1.154,0.052,0.396,0.025,7.18,2.22,11.93,2435.0,1289.0,-2066.0,52.0,7347.0
UBC_523,191.63,-66.205,302.435,-3.339,0.032,18,-5.078,0.064,0.033,0.072,0.311,0.01,8.22,1.56,12.62,3337.0,1786.0,-2811.0,-194.0,7130.0
UBC_524,192.623,-60.996,302.818,1.875,0.053,43,-6.534,0.062,-0.832,0.064,0.267,0.024,8.92,1.07,12.42,3046.0,1650.0,-2558.0,99.0,7162.0
UBC_525,196.023,-63.941,304.322,-1.102,0.1,54,-4.202,0.092,-1.219,0.063,0.436,0.027,7.07,2.26,11.79,2279.0,1285.0,-1882.0,-43.0,7301.0
UBC_526,199.664,-62.523,306.065,0.182,0.074,17,-4.158,0.118,-1.833,0.06,0.452,0.011,7.26,1.46,11.47,1969.0,1159.0,-1591.0,6.0,7355.0
UBC_527,204.529,-66.651,307.548,-4.198,0.056,33,-7.503,0.071,-2.654,0.056,0.553,0.021,8.4,0.79,11.14,1687.0,1025.0,-1334.0,-123.0,7434.0
UBC_528,204.627,-61.607,308.491,0.755,0.067,30,-4.819,0.054,-1.793,0.076,0.252,0.025,9.43,0.83,12.9,3795.0,2361.0,-2970.0,49.0,6675.0
UBC_529,205.412,-61.922,308.807,0.375,0.073,119,-7.326,0.092,-2.563,0.091,0.285,0.037,8.22,2.6,12.29,2875.0,1802.0,-2240.0,18.0,6911.0
UBC_53,59.821,47.395,152.68,-4.333,0.057,47,0.666,0.1,-2.965,0.108,0.6,0.037,8.68,1.67,11.14,1692.0,-1499.0,774.0,-127.0,9870.0
UBC_531,211.837,-63.076,311.408,-1.458,0.062,32,-5.216,0.047,-2.916,0.088,0.349,0.021,7.91,1.64,12.15,2691.0,1779.0,-2018.0,-68.0,6863.0
UBC_532,226.476,-62.239,317.9,-3.344,0.052,16,-2.409,0.069,-3.214,0.085,0.485,0.012,7.56,2.62,11.54,2035.0,1507.0,-1362.0,-118.0,6967.0
UBC_533,230.274,-53.179,324.338,3.361,0.087,23,-1.69,0.129,-1.345,0.078,0.791,0.018,7.95,0.75,10.44,1226.0,994.0,-713.0,71.0,7379.0
UBC_534,238.697,-57.868,325.376,-3.234,0.102,25,-1.443,0.043,-3.598,0.063,0.565,0.024,7.92,0.95,11.06,1626.0,1336.0,-922.0,-91.0,7064.0
UBC_535,237.584,-56.758,325.616,-1.989,0.05,28,-3.938,0.056,-4.544,0.059,0.3,0.013,7.25,2.16,12.28,2862.0,2361.0,-1615.0,-99.0,6193.0
UBC_536,237.68,-55.632,326.405,-1.134,0.079,21,-3.355,0.087,-4.77,0.065,0.498,0.013,7.51,2.96,11.49,1982.0,1650.0,-1096.0,-39.0,6778.0
UBC_537,242.896,-53.037,330.378,-1.188,0.045,64,-2.435,0.096,-2.018,0.06,0.29,0.03,9.34,0.69,12.6,3316.0,2882.0,-1638.0,-68.0,5698.0
UBC_538,242.592,-52.339,330.724,-0.537,0.065,122,-2.895,0.097,-4.245,0.105,0.322,0.039,8.8,2.67,12.21,2772.0,2417.0,-1355.0,-26.0,6075.0
UBC_539,243.053,-51.471,331.516,-0.126,0.087,26,-1.617,0.07,-1.936,0.051,0.418,0.018,7.73,1.58,11.91,2404.0,2113.0,-1146.0,-5.0,6331.0
UBC_54,64.747,46.453,155.799,-2.748,0.178,143,3.32,0.111,-3.758,0.111,0.879,0.047,8.4,0.98,10.22,1105.0,-1006.0,452.0,-52.0,9357.0
UBC_540,243.758,-51.688,331.678,-0.567,0.098,78,-3.567,0.078,-4.015,0.107,0.303,0.029,7.64,2.24,12.26,2828.0,2489.0,-1341.0,-28.0,6002.0
UBC_541,243.015,-50.188,332.381,0.843,0.088,61,-2.688,0.144,-2.785,0.141,0.391,0.026,7.34,2.78,11.82,2309.0,2046.0,-1070.0,33.0,6384.0
UBC_542,244.575,-49.487,333.585,0.661,0.067,52,-0.38,0.083,-1.326,0.069,0.554,0.033,8.1,1.84,11.25,1777.0,1591.0,-790.0,20.0,6794.0
UBC_545,248.527,-48.881,335.816,-0.784,0.075,37,-1.095,0.094,-2.721,0.063,0.332,0.021,7.55,2.13,12.05,2575.0,2348.0,-1054.0,-35.0,6083.0
UBC_546,253.687,-48.459,338.377,-3.067,0.104,23,-1.276,0.09,-2.691,0.089,0.496,0.013,8.53,2.17,11.27,1796.0,1667.0,-660.0,-96.0,6705.0
UBC_547,251.64,-47.103,338.54,-1.15,0.18,175,-0.744,0.128,-2.007,0.132,0.312,0.03,7.18,1.63,12.18,2726.0,2536.0,-997.0,-54.0,5888.0
UBC_548,250.353,-46.11,338.718,0.175,0.069,34,-2.116,0.17,-3.884,0.094,0.407,0.019,8.62,2.27,11.88,2379.0,2217.0,-863.0,7.0,6183.0
UBC_549,252.156,-46.965,338.862,-1.312,0.063,20,-0.807,0.09,-1.925,0.08,0.311,0.015,7.93,1.92,12.31,2895.0,2700.0,-1044.0,-66.0,5735.0
UBC_55,66.364,46.122,156.823,-2.19,0.143,56,-1.067,0.141,-2.604,0.098,1.079,0.048,7.53,1.38,9.76,896.0,-823.0,352.0,-34.0,9170.0
UBC_550,252.65,-45.07,340.539,-0.373,0.051,39,-2.564,0.085,-4.136,0.082,0.37,0.015,7.67,2.42,12.07,2589.0,2441.0,-862.0,-16.0,5961.0
UBC_552,254.724,-42.06,343.826,0.378,0.08,39,-0.162,0.121,-0.387,0.115,0.355,0.039,7.05,3.19,11.94,2446.0,2350.0,-681.0,16.0,6028.0
UBC_553,253.51,-41.271,343.871,1.556,0.103,38,-0.551,0.113,-1.811,0.136,0.581,0.016,7.12,1.36,11.0,1583.0,1520.0,-439.0,42.0,6833.0
UBC_554,256.116,-41.67,344.778,-0.237,0.071,40,-0.594,0.107,-0.899,0.075,0.527,0.04,7.78,2.17,11.28,1801.0,1738.0,-473.0,-7.0,6618.0
UBC_555,256.582,-41.582,345.051,-0.453,0.034,25,-0.684,0.098,-0.511,0.063,0.556,0.025,8.72,2.54,11.11,1667.0,1611.0,-430.0,-13.0,6742.0
UBC_556,259.305,-41.523,346.297,-2.049,0.048,33,0.107,0.103,-0.738,0.104,0.546,0.023,8.68,2.28,11.2,1740.0,1690.0,-412.0,-62.0,6662.0
UBC_557,256.181,-38.983,346.913,1.371,0.113,30,1.456,0.066,-0.4,0.059,0.63,0.021,8.16,1.36,11.04,1617.0,1574.0,-366.0,38.0,6775.0
UBC_558,259.353,-40.276,347.35,-1.375,0.069,130,-0.734,0.153,-1.952,0.11,0.342,0.038,6.86,3.23,12.26,2833.0,2763.0,-620.0,-68.0,5610.0
UBC_559,259.123,-39.699,347.706,-0.915,0.152,117,-0.493,0.08,-1.409,0.093,0.386,0.035,7.06,3.1,11.66,2144.0,2095.0,-456.0,-34.0,6261.0
UBC_56,69.874,47.534,157.428,0.529,0.133,72,1.594,0.193,-4.008,0.123,1.118,0.045,8.78,1.59,9.75,891.0,-823.0,342.0,8.0,9169.0
UBC_560,254.821,-36.071,348.586,4.003,0.048,26,0.752,0.093,-0.667,0.068,0.65,0.034,8.8,1.5,10.8,1445.0,1413.0,-285.0,100.0,6932.0
UBC_561,261.208,-37.497,350.444,-0.984,0.051,31,0.166,0.096,-3.931,0.057,0.6,0.024,8.43,2.17,11.02,1602.0,1580.0,-266.0,-27.0,6764.0
UBC_562,262.776,-37.891,350.818,-2.235,0.083,54,-0.155,0.087,-2.621,0.087,0.403,0.03,7.07,3.4,11.94,2440.0,2407.0,-389.0,-95.0,5945.0
UBC_563,256.749,-30.673,353.873,5.971,0.062,20,-0.528,0.086,-4.161,0.103,0.891,0.019,8.28,1.23,10.17,1081.0,1069.0,-114.0,112.0,7271.0
UBC_564,263.999,-34.645,354.088,-1.29,0.101,50,-0.234,0.151,-1.719,0.115,0.373,0.024,7.41,3.02,11.9,2396.0,2383.0,-246.0,-53.0,5961.0
UBC_565,264.004,-33.908,354.697,-0.901,0.127,79,-0.138,0.116,-1.467,0.114,0.396,0.019,6.96,3.16,11.81,2299.0,2289.0,-212.0,-36.0,6054.0
UBC_566,263.681,-33.102,355.233,-0.229,0.085,144,0.252,0.141,-0.517,0.12,0.378,0.059,,,,,,,,
UBC_568,262.951,-31.915,355.892,0.926,0.041,50,-0.853,0.126,-1.813,0.097,0.327,0.041,6.75,3.6,12.03,2545.0,2538.0,-182.0,41.0,5803.0
UBC_57,62.981,42.723,157.487,-6.306,0.054,36,3.234,0.171,-2.274,0.1,0.48,0.045,9.18,1.11,11.6,2090.0,-1919.0,795.0,-229.0,10290.0
UBC_571,267.346,-29.574,359.873,-1.034,0.038,29,-1.07,0.135,-2.876,0.088,0.334,0.018,7.55,2.86,12.07,2599.0,2599.0,-5.0,-46.0,5740.0
UBC_572,280.417,-21.959,12.203,-7.784,0.06,23,0.999,0.099,-0.63,0.1,0.647,0.022,9.28,1.1,10.92,1527.0,1479.0,319.0,-206.0,6868.0
UBC_573,275.017,-9.46,20.936,2.551,0.074,17,-0.179,0.089,-4.474,0.042,0.532,0.026,8.64,1.95,11.19,1728.0,1612.0,617.0,76.0,6755.0
UBC_575,290.994,-5.102,32.036,-9.576,0.095,9,-0.303,0.087,-5.18,0.093,0.915,0.027,,,,,,,,
UBC_576,284.685,0.433,34.15,-1.432,0.038,17,-0.754,0.102,-3.55,0.077,0.744,0.014,7.89,2.48,10.61,1322.0,1094.0,742.0,-33.0,7283.0
UBC_577,282.158,22.091,52.503,10.476,0.049,9,-1.038,0.118,3.065,0.072,0.997,0.02,9.44,0.0,10.25,1122.0,671.0,875.0,204.0,7718.0
UBC_578,301.607,33.015,70.356,0.488,0.045,13,-2.708,0.076,-4.951,0.105,0.182,0.011,7.34,2.53,13.21,4393.0,1476.0,4137.0,37.0,8013.0
UBC_579,305.89,32.0,71.526,-3.077,0.041,10,-1.95,0.043,-3.613,0.034,0.357,0.014,,,,,,,,
UBC_580,303.206,35.92,73.524,0.974,0.1,46,-2.401,0.153,-4.5,0.126,0.242,0.02,,,,,,,,
UBC_582,299.833,38.551,74.325,4.616,0.07,11,-3.06,0.081,-7.856,0.039,0.895,0.014,7.8,0.42,10.05,1022.0,275.0,981.0,82.0,8124.0
UBC_583,303.735,36.659,74.36,1.029,0.122,55,-3.393,0.094,-5.135,0.107,0.268,0.02,7.94,1.71,12.34,2943.0,793.0,2833.0,52.0,8061.0
UBC_584,304.213,41.983,79.008,3.675,0.035,15,-3.678,0.097,-4.135,0.12,0.54,0.015,7.15,2.7,11.12,1674.0,318.0,1640.0,107.0,8187.0
UBC_585,307.0,40.548,79.011,1.152,0.071,18,-2.829,0.048,-5.528,0.053,0.663,0.015,8.08,2.28,11.0,1585.0,302.0,1556.0,31.0,8187.0
UBC_586,301.081,46.8,81.883,8.144,0.111,36,-3.75,0.162,-4.912,0.131,0.343,0.028,9.04,1.11,12.06,2578.0,360.0,2526.0,365.0,8370.0
UBC_587,311.587,43.69,83.588,0.308,0.106,26,-2.86,0.052,-4.837,0.125,0.286,0.019,7.16,3.11,12.19,2735.0,305.0,2718.0,14.0,8481.0
UBC_588,311.555,45.417,84.901,1.412,0.094,23,-2.347,0.07,-2.642,0.089,0.566,0.017,7.86,2.44,11.25,1777.0,157.0,1770.0,43.0,8371.0
UBC_589,316.931,45.316,87.292,-1.509,0.017,10,-3.149,0.07,-3.87,0.071,0.203,0.011,,,,,,,,
